Name,Level,Rooms,Tandem Category,Classification,Category Name,GUID,Source File,System Class,Temperature (°F),Location,Warranty Start Date,Type of Lighting System,Humidity (%RH),Systems,Comments,Edited by,Eqpt Ref,Equipment No.,Equipment Tag,Image,Mark,Type Name,Workset,Elevation from Level (mm),Host,Level,Offset from Host (mm),CHW Dia (mm),Return Water Diameter (mm),Return Water Radius (mm),Supply Water Diameter (mm),Supply Water Radius (mm),ElementId,A Class PBS,AI_LBS Code,AI_SBS Code,ASSET INSTANCE,Asset_Tag,BUILDING SUFFIX,Functional Unit,Location Group,Lvl1 Comp PBS,Lvl3 Comp PBS Desc,Lvl3 Comp PBS,Primary Functional Unit,Sub Functional Unit,Circuit Number,Panel,Eqpt Load (VA),Load (VA),Motor Speed,Number of Poles,V/P/H,Voltage (V),Export to IFC As,Export to IFC,IFC Predefined Type,IfcGUID,Air Flow (L/s),CHW Flow (L/s),Critical Path,Sensible Cooling Capacity (W),Total Cooling Capacity (W),CHW Entering Temp (°C),CHW Leaving Temp (°C),Cooling Coil Water Pressure Drop (Pa),Drain Flow (L/s),EDB Temperature (°C),EWB Temperature (°C),External Static Pressure (Pa),FAN SPEED,HEAD (Pa),LDB Temperature (°C),LWB Temperature (°C),Power (W),System Classification,System Name,Network_Zone,Speed,view name,View Scale Visibility,FLUID,Heater Stages,SERVICE,TYPE,,
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c354,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186516,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICo,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNU
Duct Insulation,,KITCHEN 15042,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c355,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186517,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICp,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNV
Duct Insulation,,KITCHEN 15042,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c356,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186518,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICm,,,,,,,,,,,,,,,,,,Supply Air,SAD 43,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNW
Duct Insulation,,KITCHEN 15042,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c357,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186519,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICn,,,,,,,,,,,,,,,,,,Supply Air,"SAD 48,SAD 43",,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNX
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c358,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186520,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC_,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNY
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c359,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186521,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC$,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNZ
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c35a,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186522,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICy,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNa
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c35b,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186523,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICz,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNb
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c35c,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186524,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICw,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNc
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c35d,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186525,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICx,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNd
Duct Insulation,,KITCHEN 15042,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c35e,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186526,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICu,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNe
Duct Insulation,,"KITCHEN 15042, LIV / DIN 15033",M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c35f,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186527,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICv,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNf
Duct Insulation,,LIV / DIN 15033,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c362,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186530,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC4,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNi
Duct Insulation,,KITCHEN 15042,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c363,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186531,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC5,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNj
Duct Insulation,,LIV / DIN 15033,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c364,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186532,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC2,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNk
Duct Insulation,,LIV / DIN 15033,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c365,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186533,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC3,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNl
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c366,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186534,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC0,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNm
Duct Insulation,,"CORR. 15045, LIV / DIN 15033",M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c367,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186535,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhIC1,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNn
Duct Insulation,,"CORR. 15045, LIV / DIN 15033",M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c368,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Return Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186536,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICE,,,,,,,,,,,,,,,,,,Return Air,RAD 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNo
Duct Insulation,,KITCHEN 15042,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c369,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186537,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICF,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNp
Duct Insulation,,CORR. 15045,M.Du.In,,Duct Insulations,8560872d-98f3-437c-9d32-c8b69089e066-0124c36a,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Rigid Fiber Board,ME_Chilled Water,,,,,,,,,,19186538,,,,,,,,,,,,,,,,,,,,,,,By Type,,25O8SjcFD3V9qooBQHhICC,,,,,,,,,,,,,,,,,,Supply Air,SAD 48,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAIVghy2Y80N8nTLItpCJ4GYBJMNq
DW,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa503,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,1661,20A UNSWITCHED FUSED SPUR UNIT,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,20620547,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_h9P,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqUD
DW,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,ffb2642a-3327-4ba8-94ac-e0b742b85ac1-00b5aceb,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,884,20A UNSWITCHED FUSED SPUR UNIT,furniture,0,Floor : Porcelain Tile-600x600mm,2nd FLOOR - L02,0,,,,,,11906283,,,,,,,,,,,,,,,,,,,,,,,By Type,,3$icGgCoTBg9IiuBT23VOg,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAP-yZCozJ0uolKzgt0K4WsEAtazr
DOOR CALL BELL,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa3cc,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,1646,GAS EMERGENCY SWITCH 2,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,20620236,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqPM
DOOR CALL BELL,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa59e,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,1664,DOOR BELL,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,20620702,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWe
DOOR CALL BELL,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa59f,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,1665,DOOR BELL,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,20620703,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqWf
DOOR CALL BELL,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,af857372-de40-4862-8980-f7a175d4afe0-0064d6e3,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,232,GAS EMERGENCY SWITCH 2,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,6608611,,,,,,,,,,,,,,,,,,,,,,,By Type,,2lXNDota18Oec0zw5ri7a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAK-Fc3LeQEhiiYD3oXXUr-AAZNbj
DOOR CALL BELL,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,728aacd6-ad6d-49ee-a895-85a7bd0086fe-00cfac8a,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,546,DOOR BELL,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,13723648,,,,,,,,,,,,,,,,,,,,,,,By Type,,1oYgpMhMr9xgYLXQUzpofq,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAHKKrNatbUnuqJWFp70Ahv4Az6yK
DOOR CALL BELL,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,728aacd6-ad6d-49ee-a895-85a7bd0086fe-00cfac8b,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,547,DOOR BELL,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,13723649,,,,,,,,,,,,,,,,,,,,,,,By Type,,1oYgpMhMr9xgYLXQUzpofr,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAHKKrNatbUnuqJWFp70Ahv4Az6yL
DF-Rectangular Wye-Curved-XXx,2nd FLOOR - L02,LIV / DIN 15693,M.Du.Fi,,Duct Fittings,0a4b5ef5-db92-4350-afed-99df31c965c0-01292e20,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Standard 1,ME_ AC & Chilled Water Apartment,2900,,2nd FLOOR - L02,,,,,,,19476000,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu4lW,,,,,,,,,,,,,,,,,,Supply Air,"SAD 10,SAD 8",,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKS4g
DF-Rectangular Wye-Curved-XXx,2nd FLOOR - L02,KITCHEN 15042,M.Du.Fi,,Duct Fittings,ad6e386a-85a5-4f81-8a5d-3ce308a09af7-0124a7df,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Supply Air,,,,,,AIRCONDITIONING,,,,,,,,Standard 1,ME_Chilled Water,2900,,2nd FLOOR - L02,,,,,,,19179487,,,,,,,,,,,,,,,,,,,,,,,By Type,,2jRZXgXQLFWOfTFEC9X3qe,,,,,,,,,,,,,,,,,,Supply Air,"SAD 48,SAD 43",,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAK1uOGqFpU-Bil084wigmvcBJKff
DC,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,8da780fa-bd9d-491b-904b-7fce04c0175a-013aa3cb,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,1645,DOOR CHIME,furniture,0,Level : 2nd FLOOR - L02,2nd FLOOR - L02,0,,,,,,20620235,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Dfu3wlPr96v1BVyu5_hIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAI2ngPq9nUkbkEt_zgTAF1oBOqPL
DC,2nd FLOOR - L02,,E.Fi,,Electrical Fixtures,af857372-de40-4862-8980-f7a175d4afe0-0064d693,DHE-PA9B7-AW-MOD-BLA-L01R02-IDN-XX-0001.rvt,,,,,,,,,,,,,,226,DOOR CHIME,furniture,0,Floor : Porcelain Tile-600x600mm,2nd FLOOR - L02,0,,,,,,6608590,,,,,,,,,,,,,,,,,,,,,,,By Type,,2lXNDota18Oec0zw5ri7bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:adsk.dtm:SLVnrBVzQfSRQL4PkZpTSQ,AAAAAK-Fc3LeQEhiiYD3oXXUr-AAZNaT
Cable Tray with Fittings,2nd FLOOR - L02,,E.CM.Tr,05.EE,Cable Trays,a21336b6-b456-48db-8caf-8a825c2fce3d-01292ccf,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,,,,,,,,Channel Cable Tray,+Linked S-Structure,,,,,,,,,,19475926,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Y4pQsj5P8suolYe9T1kBo,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKITNra0VkjbjK-Kglwvzj0BKSzP
Cable Tray with Fittings,2nd FLOOR - L02,CORR. 15045,E.CM.Tr,05.EE,Cable Trays,cc48223c-d664-4868-973b-50fee448f681-012921f0,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,,,,,,,,Channel Cable Tray,+Linked S-Structure,,,,,,,,,,19475619,,,,,,,,,,,,,,,,,,,,,,,By Type,,3CI28yrcH8Q9SxKFxbOTTn,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAMxIIjzWZEholztQ_uRI9oEBKSHw
Cable Tray with Fittings,2nd FLOOR - L02,LIV / DIN 15693,E.CM.Tr,05.EE,Cable Trays,0a4b5ef5-db92-4350-afed-99df31c965c0-012931cd,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,RUNNING AT H/L,,,,,,,Channel Cable Tray,ELE,,,,,,,,,,19476941,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu5GD,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKTHN
Cable Tray with Fittings,2nd FLOOR - L02,LIV / DIN 15693,E.CM.Tr,05.EE,Cable Trays,0a4b5ef5-db92-4350-afed-99df31c965c0-012931ce,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,RUNNING AT H/L,,,,,,,Channel Cable Tray,ELE,,,,,,,,,,19476942,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu5GE,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKTHO
Cable Tray with Fittings,2nd FLOOR - L02,LIV / DIN 15693,E.CM.Tr,05.EE,Cable Trays,0a4b5ef5-db92-4350-afed-99df31c965c0-012931d0,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,,,,,,,,Channel Cable Tray,ELE,,,,,,,,,,19476944,,,,,,,,,,,,,,,,,,,,,,,By Type,,0AIrxrsv93KA$jcTymu5GG,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKTHQ
Cable Tray with Fittings,2nd FLOOR - L02,,E.CM.Tr,05.EE,Cable Trays,0a4b5ef5-db92-4350-afed-99df31c965c0-01293214,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,,,,,,,,Channel Cable Tray,+Linked S-Structure,,,,,,,,,,19477012,,,,,,,,,,,,,,,,,,,,,,,By Type,,2Y4pQsj5P8suolYe9T1kBo,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAApLXvXbkkNQr-2Z3zHJZcABKTIU
Cable Tray with Fittings,2nd FLOOR - L02,CORR. 15045,E.CM.Tr,05.EE,Cable Trays,58381236-6583-4381-becd-1c8289f202ec-0127e31b,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Cable Tray Conduit,,,,,,,RUNNING AT H/L,,,,,,,Channel Cable Tray,ELE,,,,,,,,,,19391259,,,,,,,,,,,,,,,,,,,,,,,By Type,,1OE18sPOD3WRxD78A8rU7t,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAFg4EjZlg0OBvs0cgonyAuwBJ-Mb
